"child_id","response_id","time","time_stamp","list","age","sex","lp","doe_catalan","doe_spanish","edu_parent"
"57028","1564",2,2020-12-05,"bvq-lockdown",20.5667351129363,"male","Bilingual",0.4,0.6,"University"
"57028","661",1,2020-03-31,"bvq-short",12.3860369609856,"male","Bilingual",0.4,0.6,"University"
"57032","1248",1,2020-06-07,"bvq-short",14.5872689938398,"male","Monolingual",1,0,"University"
"57035","884",1,2020-05-03,"bvq-short",13.3716632443532,"female","Monolingual",1,0,"University"
"57039","766",1,2020-04-20,"bvq-short",24.7720739219713,"female","Monolingual",0.8,0.2,"University"
"57047","1566",1,2020-12-06,"bvq-lockdown",20.435318275154,"male","Bilingual",0.7,0.3,"University"
"57050","1688",3,2021-04-30,"bvq-lockdown",25.1663244353183,"female","Bilingual",0.7,0.3,"University"
"57050","1573",2,2021-01-18,"bvq-lockdown",21.8151950718686,"female","Bilingual",0.7,0.3,"University"
"57055","652",1,2020-03-30,"bvq-short",12.1560574948665,"male","Bilingual",0.5,0.5,"Vocational"
"57059","1736",3,2021-10-03,"bvq-lockdown",30.258726899384,"female","Monolingual",0.2,0.8,"University"
"57059","1686",2,2021-05-02,"bvq-lockdown",25.1991786447639,"female","Monolingual",0.2,0.8,"University"
"57059","1562",1,2020-12-02,"bvq-lockdown",20.2381930184805,"female","Monolingual",0.2,0.8,"University"
"57060","1250",1,2020-06-06,"bvq-short",14.3572895277207,"female","Monolingual",1,0,"University"
"57074","1228",1,2020-06-04,"bvq-short",14.1273100616016,"female","Bilingual",0.3,0.7,"University"
"57079","883",1,2020-04-27,"bvq-short",12.8788501026694,"female","Bilingual",0.6,0.4,"Vocational"
"57092","1751",4,2021-10-21,"bvq-lockdown",30.6201232032854,"female","Monolingual",0.8,0.2,"University"
"57092","1690",3,2021-05-10,"bvq-lockdown",25.2320328542094,"female","Bilingual",0.7,0.3,"University"
"57092","1576",2,2020-12-23,"bvq-lockdown",20.6981519507187,"female","Bilingual",0.75,0.25,"University"
"57099","986",1,2020-06-13,"bvq-short",23.6550308008214,"male","Bilingual",0.7,0.3,"University"
"57118","887",1,2020-05-02,"bvq-short",12.8788501026694,"male","Monolingual",0.2,0.8,"University"
"57157","1744",4,2021-10-16,"bvq-lockdown",30.0287474332649,"male","Monolingual",0.95,0.03,"University"
"57157","1698",3,2021-05-26,"bvq-lockdown",25.3305954825462,"male","Monolingual",0.95,0,"University"
"57157","1574",2,2021-01-09,"bvq-lockdown",20.829568788501,"male","Monolingual",0.9,0.05,"University"
"57165","1714",3,2021-07-05,"bvq-lockdown",26.3490759753593,"male","Bilingual",0.25,0.75,"University"
"57165","1631",2,2021-02-20,"bvq-lockdown",21.9137577002053,"male","Bilingual",0.3,0.7,"University"
"57170","1254",1,2020-06-07,"bvq-short",13.4702258726899,"female","Monolingual",0.95,0,"University"
"57177","1748",4,2021-11-16,"bvq-lockdown",30.6201232032854,"male","Bilingual",0.7,0.2,"University"
"57177","1255",1,2020-06-07,"bvq-short",13.305954825462,"male","Bilingual",0.5,0.5,"University"
"57191","1256",1,2020-06-09,"bvq-short",13.1745379876797,NA,"Monolingual",0.8,0.2,"University"
"57205","1257",1,2020-06-06,"bvq-short",13.0431211498973,"male","Monolingual",0.8,0.2,"University"
"57226","1363",1,2020-06-30,"bvq-short",13.6016427104723,"male","Monolingual",1,0,"University"
"57227","1638",2,2021-02-14,"bvq-lockdown",21.1252566735113,"female","Monolingual",0.8,0.15,"University"
"57227","1364",1,2020-06-30,"bvq-short",13.6016427104723,"female","Monolingual",0.95,0.05,"University"
"57240","1772",3,2021-11-29,"bvq-lockdown",30.5544147843943,"male","Monolingual",0.8,0.2,"University"
"57240","1647",2,2021-02-21,"bvq-lockdown",21.3223819301848,"male","Monolingual",1,0,"University"
"57241","1730",2,2021-07-07,"bvq-lockdown",25.82340862423,"male","Bilingual",0.7,0.25,"University"
"57241","1629",1,2021-02-04,"bvq-lockdown",20.7967145790554,"male","Bilingual",0.7,0.3,"University"
"57243","1637",1,2021-03-05,"bvq-lockdown",21.6837782340862,"female","Monolingual",0.15,0.8,"University"
"57250","1708",3,2021-06-08,"bvq-lockdown",24.7063655030801,"female","Bilingual",0.7,0.2,"University"
"57250","1632",2,2021-02-06,"bvq-lockdown",20.6981519507187,"female","Bilingual",0.7,0.2,"University"
"57264","1640",2,2021-02-25,"bvq-lockdown",21.223819301848,"male","Bilingual",0.5,0.5,"University"
"57274","1710",3,2021-06-24,"bvq-lockdown",25.1006160164271,"female","Bilingual",0.7,0.27,"University"
"57274","1646",2,2021-02-21,"bvq-lockdown",21.0595482546201,"female","Bilingual",0.6,0.4,"University"
"57293","1773",5,2021-11-27,"bvq-lockdown",30.0287474332649,"male","Bilingual",0.65,0.35,"University"
"57293","1732",4,2021-07-24,"bvq-lockdown",25.8891170431211,"male","Bilingual",0.7,0.3,"University"
"57293","1651",3,2021-02-27,"bvq-lockdown",21.0595482546201,"male","Bilingual",0.7,0.3,"University"
"57296","1262",1,2020-06-05,"bvq-short",12.2874743326489,"female","Monolingual",1,0,"University"
"57321","1653",1,2021-03-07,"bvq-lockdown",21.1252566735113,"male","Bilingual",0.25,0.75,"University"
"57324","1639",1,2021-02-13,"bvq-lockdown",20.3367556468172,"male","Bilingual",0.5,0.5,"University"
"57336","1649",1,2021-03-13,"bvq-lockdown",21.1581108829569,"male","Bilingual",0.6,0.4,"University"
"57337","1770",2,2021-11-18,"bvq-lockdown",29.305954825462,"female","Bilingual",0.7,0.3,"University"
"57337","1644",1,2021-02-20,"bvq-lockdown",20.4024640657084,"female","Monolingual",0.8,0.2,"University"
"57340","1768",3,2021-11-17,"bvq-lockdown",29.2731006160164,"male","Bilingual",0.3,0.7,"Vocational"
"57340","1650",2,2021-02-27,"bvq-lockdown",20.6324435318275,"male","Monolingual",0.1,0.9,"Vocational"
"57349","1654",1,2021-03-08,"bvq-lockdown",21.223819301848,"male","Monolingual",0.1,0.9,"Vocational"
"57374","1642",1,2021-02-19,"bvq-lockdown",20.0739219712526,"female","Monolingual",0.1,0.8,"University"
"57427","1716",3,2021-07-06,"bvq-lockdown",26.1190965092402,"female","Bilingual",0.6,0.4,"University"
"57427","1630",2,2021-02-07,"bvq-lockdown",21.223819301848,"female","Bilingual",0.4,0.6,"University"
"57434","683",1,2020-04-01,"bvq-short",15.6714579055441,"female","Monolingual",1,0,"University"
"57436","1749",4,2021-10-17,"bvq-lockdown",30.7843942505133,"male","Bilingual",0.65,0.35,"University"
"57436","1692",3,2021-05-09,"bvq-lockdown",25.4948665297741,"male","Bilingual",0.6,0.4,"University"
"57436","1570",2,2020-12-15,"bvq-lockdown",20.7310061601643,"male","Bilingual",0.4,0.6,"University"
"57436","654",1,2020-04-15,"bvq-short",12.7145790554415,"male","Bilingual",0.3,0.7,"University"
"57464","1664",1,2021-03-15,"bvq-lockdown",20.1724845995893,"female","Bilingual",0.4,0.6,"University"
"57480","1786",3,2022-01-24,"bvq-lockdown",30.2915811088296,"female","Bilingual",0.7,0.3,"University"
"57480","1679",2,2021-04-24,"bvq-lockdown",21.2566735112936,"female","Bilingual",0.7,0.3,"University"
"57496","838",1,2020-06-11,"bvq-short",31.047227926078,"male","Monolingual",0.8,0.2,"Vocational"
"57534","1697",1,2021-05-17,"bvq-lockdown",21.4537987679671,"female","Monolingual",0.95,0.05,"University"
"57537","1808",3,2022-03-22,"bvq-lockdown",31.6386036960986,"male","Monolingual",1,0,"Vocational"
"57552","1705",1,2021-06-03,"bvq-lockdown",21.4866529774127,"male","Monolingual",1,0,"University"
"57559","1793",3,2022-02-01,"bvq-lockdown",29.305954825462,"female","Bilingual",0.4,0.6,"University"
"57559","1752",2,2021-10-26,"bvq-lockdown",26.0862422997947,"female","Bilingual",0.35,0.65,"University"
"57559","1700",1,2021-05-25,"bvq-lockdown",21.0266940451745,"female","Bilingual",0.35,0.65,"University"
"57566","1699",1,2021-05-26,"bvq-lockdown",21.0266940451745,"female","Bilingual",0.75,0.25,"University"
"57595","1721",1,2021-06-27,"bvq-lockdown",21.7494866529774,"male","Bilingual",0.5,0.5,"University"
"57597","1756",2,2021-10-24,"bvq-lockdown",25.5277207392197,"male","Bilingual",0.5,0.5,"Vocational"
"57597","1717",1,2021-06-20,"bvq-lockdown",21.388090349076,"male","Bilingual",0.4,0.6,"Vocational"
"57613","1787",3,2022-01-29,"bvq-lockdown",28.4188911704312,"male","Monolingual",1,0,"University"
"57613","1706",1,2021-06-08,"bvq-lockdown",20.6981519507187,"male","Monolingual",1,0,"University"
"57642","1826",3,2022-03-14,"bvq-lockdown",29.8316221765914,"male","Bilingual",0.5,0.48,"University"
"57642","1771",2,2021-11-23,"bvq-lockdown",26.1848049281314,"male","Bilingual",0.49,0.49,"University"
"57660","1720",1,2021-07-01,"bvq-lockdown",21.2566735112936,"male","Monolingual",1,0,"University"
"57666","1750",2,2021-11-17,"bvq-lockdown",26.2833675564682,"female","Monolingual",0.85,0.15,"University"
"57666","1709",1,2021-06-14,"bvq-lockdown",21.1581108829569,"female","Bilingual",0.3,0.7,"University"
"57670","1757",2,2021-10-28,"bvq-lockdown",25.0677618069815,"male","Bilingual",0.3,0.7,"Vocational"
"57670","1722",1,2021-06-29,"bvq-lockdown",21.0924024640657,"male","Bilingual",0.3,0.7,"Vocational"
"57684","1729",1,2021-07-06,"bvq-lockdown",21.0924024640657,"male","Bilingual",0.75,0.25,"University"
"57689","1713",1,2021-06-22,"bvq-lockdown",20.5338809034908,"male","Monolingual",1,0,"University"
"57694","1211",1,2020-06-03,"bvq-short",16.3613963039014,"male","Bilingual",0.6,0.4,"University"
"57695","1428",1,2020-07-13,"bvq-short",18.3655030800821,"female","Monolingual",0.8,0.2,"University"
"57707","1807",3,2022-03-15,"bvq-lockdown",29.1745379876797,"female","Bilingual",0.4,0.5,"University"
"57707","1718",1,2021-07-01,"bvq-lockdown",20.7310061601643,"female","Bilingual",0.5,0.4,"University"
"57709","1806",3,2022-03-14,"bvq-lockdown",29.1416837782341,"male","Bilingual",0.3,0.7,"University"
"57711","928",1,2020-04-30,"bvq-short",21.5852156057495,"female","Monolingual",0,0.9,"University"
"57725","1777",1,2021-12-11,"bvq-lockdown",25.8891170431211,"male","Monolingual",0.8,0.2,"University"
"57735","1774",1,2021-12-03,"bvq-lockdown",25.5934291581109,"female","Monolingual",0.8,0.2,"University"
"57741","1780",1,2021-12-20,"bvq-lockdown",26.0205338809035,"female","Monolingual",1,0,"University"
"57742","1759",2,2022-01-21,"bvq-lockdown",27.1047227926078,"female","Bilingual",0.6,0.3,"University"
"57810","770",1,2020-04-13,"bvq-short",12.517453798768,"male","Monolingual",1,0,"University"
"57839","1764",4,2021-11-16,"bvq-lockdown",29.4702258726899,"female","Monolingual",1,0,"University"
"57839","1727",3,2021-07-07,"bvq-lockdown",25.1334702258727,"female","Monolingual",1,0,"University"
"57839","1648",2,2021-02-26,"bvq-lockdown",20.829568788501,"female","Monolingual",1,0,"University"
"57839","1366",1,2020-07-03,"bvq-short",13.0102669404517,"female","Monolingual",1,0,"University"
"57885","1776",1,2021-12-04,"bvq-lockdown",24.870636550308,"female","Bilingual",0.6,0.4,"Complementary"
"57908","1860",4,2022-07-05,"bvq-lockdown",30.5872689938398,"female","Bilingual",0.6,0.4,"University"
"57908","1792",2,2022-02-12,"bvq-lockdown",25.8891170431211,"female","Bilingual",0.7,0.3,"University"
"57914","1846",2,2022-05-30,"bvq-lockdown",29.4045174537988,"male","Bilingual",0.7,0.3,"University"
"57914","1800",1,2022-03-17,"bvq-lockdown",26.9733059548255,"male","Monolingual",0.85,0.15,"University"
"57919","1856",2,2022-06-24,"bvq-lockdown",30.1601642710472,"female","Bilingual",0.6,0.4,"University"
"57919","1790",1,2022-01-31,"bvq-lockdown",25.429158110883,"female","Bilingual",0.6,0.4,"University"
"57943","1862",2,2022-07-02,"bvq-lockdown",30.3901437371663,"female","Monolingual",0.2,0.8,"University"
"58000","1852",2,2022-06-01,"bvq-lockdown",28.517453798768,"female","Bilingual",0.6,0.4,"University"
"58012","1797",1,2022-02-10,"bvq-lockdown",25.3305954825462,"male","Bilingual",0.6,0.4,"University"
"58034","1622",1,2021-01-28,"bvq-lockdown",12.0574948665298,"female","Monolingual",0.2,0.8,"University"
"58037","1623",1,2021-02-05,"bvq-lockdown",12.2874743326489,"female","Bilingual",0.25,0.75,"University"
"58048","1624",1,2021-02-02,"bvq-lockdown",12.4845995893224,"female","Bilingual",0.7,0.3,"University"
"58049","1811",3,2022-03-21,"bvq-lockdown",30.1601642710472,"male","Monolingual",0.8,0.15,"University"
"58049","1762",2,2021-11-24,"bvq-lockdown",26.3162217659138,"male","Monolingual",1,0,"University"
"58049","1724",1,2021-07-06,"bvq-lockdown",21.6837782340862,"male","Monolingual",1,0,"University"
"58067","1617",1,2021-02-15,"bvq-lockdown",12.35318275154,NA,"Bilingual",0.7,0.3,"Vocational"
"58068","1833",2,2022-04-09,"bvq-lockdown",26.1519507186858,"female","Bilingual",0.75,0.25,"University"
"58068","1615",1,2021-02-04,"bvq-lockdown",12.0574948665298,"female","Bilingual",0.7,0.3,"University"
"58088","1804",1,2022-03-17,"bvq-lockdown",25.1334702258727,"male","Bilingual",0.6,0.4,"Secondary"
"58128","1829",3,2022-03-17,"bvq-lockdown",24.8377823408624,"female","Bilingual",0.4,0.6,"University"
"58132","1828",1,2022-03-15,"bvq-lockdown",24.6406570841889,"female","Bilingual",0.6,0.35,"University"
"58139","1881",1,2022-10-08,"bvq-lockdown",31.4086242299795,"female","Monolingual",0.8,0.2,"University"
"58176","1884",2,2022-10-25,"bvq-lockdown",31.7043121149897,"male","Bilingual",0.25,0.75,"University"
"58190","1837",2,2022-04-03,"bvq-lockdown",24.8049281314168,"male","Bilingual",0.4,0.5,"University"
"58190","1782",1,2021-12-21,"bvq-lockdown",21.4209445585216,"male","Bilingual",0.4,0.5,"University"
"58197","717",1,2020-04-12,"bvq-short",12.4188911704312,"male","Bilingual",0.4,0.6,"University"
"58202","719",1,2020-04-06,"bvq-short",22.17659137577,"female","Monolingual",0,1,"University"
"58206","718",1,2020-04-23,"bvq-short",14.5872689938398,"female","Monolingual",0,1,"University"
"58214","771",1,2020-04-09,"bvq-short",23.4579055441478,"male","Bilingual",0.7,0.3,"Vocational"
"58217","772",1,2020-04-10,"bvq-short",25.1006160164271,"female","Monolingual",0.85,0.15,"Vocational"
"58228","873",1,2020-04-24,"bvq-short",28.7474332648871,"female","Bilingual",0.6,0.4,"University"
"58232","874",1,2020-04-26,"bvq-short",27.7289527720739,"female","Bilingual",0.3,0.7,"University"
"58265","1873",1,2022-10-09,"bvq-lockdown",29.305954825462,"male","Bilingual",0.6,0.4,"University"
"58276","1447",1,2020-11-10,"bvq-lockdown",26.2505133470226,"male","Monolingual",0,1,"University"
"58286","1796",1,2022-02-06,"bvq-lockdown",21.0595482546201,"male","Bilingual",0.4,0.55,"University"
"58298","1879",2,2022-10-08,"bvq-lockdown",29.3716632443532,"female","Monolingual",1,0,"University"
"58298","1848",1,2022-05-26,"bvq-lockdown",24.9363449691992,"female","Monolingual",0.9,0.1,"University"
"58304","1815",1,2022-03-02,"bvq-lockdown",24.7392197125257,"male","Bilingual",0.55,0.4,"University"
"58308","1859",1,2022-06-23,"bvq-lockdown",20.4681724845996,"female","Monolingual",0,1,"University"
"58328","1663",2,2021-03-26,"bvq-lockdown",21.4209445585216,"female","Monolingual",0.85,0.15,"University"
"58328","1451",1,2020-12-02,"bvq-lockdown",17.6755646817248,"female","Monolingual",0.8,0.2,"University"
"58333","1869",1,2022-06-28,"bvq-lockdown",20.6981519507187,"male","Bilingual",0.6,0.4,"University"
"58361","1863",1,2022-06-22,"bvq-lockdown",24.3778234086242,"male","Bilingual",0.25,0.75,"University"
"58372","1784",1,2022-01-08,"bvq-lockdown",24.5420944558522,"male","Bilingual",0.65,0.3,"University"
"58406","1794",1,2022-02-08,"bvq-lockdown",29.5687885010267,"female","Bilingual",0.4,0.55,"Vocational"
"58420","1875",1,2022-10-08,"bvq-lockdown",31.4086242299795,"female","Monolingual",0.95,0.05,"University"
"58435","1821",1,2022-04-21,"bvq-lockdown",21.2895277207392,"male","Bilingual",0.4,0.6,"University"
"58523","1836",1,2022-04-04,"bvq-lockdown",20.4024640657084,"male","Bilingual",0.3,0.7,"University"
"58551","1798",1,2022-03-20,"bvq-lockdown",22.1108829568789,"male","Bilingual",0.3,0.7,"Vocational"
"58681","1814",1,2022-02-28,"bvq-lockdown",21.3552361396304,"male","Bilingual",0.7,0.3,"University"
"58720","1835",1,2022-03-28,"bvq-lockdown",24.2792607802875,"female","Bilingual",0.7,0.3,"University"
"58724","1850",1,2022-05-26,"bvq-lockdown",25.264887063655,"female","Bilingual",0.6,0.35,"University"
"58725","1880",2,2022-10-07,"bvq-lockdown",24.7720739219713,"male","Bilingual",0.75,0.25,"University"
"58725","1844",1,2022-05-23,"bvq-lockdown",20.2710472279261,"male","Monolingual",0.9,0.1,"University"
"58746","1853",1,2022-06-01,"bvq-lockdown",20.6652977412731,"female","Monolingual",0.9,0.1,"University"
"58860","1795",1,2022-02-04,"bvq-lockdown",20.5338809034908,"male","Bilingual",0.7,0.25,"University"
"59175","1886",1,2022-10-31,"bvq-lockdown",20.4024640657084,"female","Bilingual",0.4,0.6,"University"
"59385","1885",1,2022-10-26,"bvq-lockdown",22.2422997946612,"male","Monolingual",0.95,0.05,"University"
"BL1318","1318",1,2020-06-12,"bvq-short",18.3326488706366,NA,"Monolingual",0.8,0.1,"University"
"BL1332","1332",1,2020-06-22,"bvq-short",31.9342915811088,NA,"Monolingual",0.8,0.1,NA
"BL1369","1369",1,2020-06-26,"bvq-short",18.4312114989733,NA,"Monolingual",0.2,0.8,"University"
"BL1370","1370",1,2020-06-22,"bvq-short",21.2566735112936,NA,"Monolingual",0.2,0.8,"University"
"BL1374","1374",1,2020-06-24,"bvq-short",19.7453798767967,NA,"Monolingual",0.8,0.2,"Vocational"
